17460,Arabella,Croisdall,25,22,59,79,53
17461,Janot,Coxon,24,12,72,76,53
17462,Alejandra,Liddyard,24,77,63,73,71
17463,Sile,Flanner,23,24,67,21,37
17464,Maurise,Pretious,25,41,28,90,53
17465,Michael,De Zamudio,27,16,71,61,49
17466,Silvester,McMurray,26,35,10,74,40
17467,Kariotta,Champney,27,93,68,2,54
17468,Evyn,Shilling,21,21,36,6,21
17469,Solly,Linskey,26,67,6,62,45
17470,Sterne,Rogliero,30,86,67,55,69
17471,Trey,Tomkies,26,16,77,77,57
17472,Jeremie,Sowden,24,39,20,79,46
17473,Lucia,Whightman,30,11,17,77,35
17474,Dalt,Cherrison,26,62,49,88,66
17475,Devin,Bigly,24,77,34,75,62
17476,Willi,Buglass,19,57,51,7,38
17477,Neall,Polycote,23,83,77,76,79
17478,Kingsly,Briffett,29,79,63,14,52
17479,Dani,Norvel,21,30,62,77,56
17480,Julietta,Smither,30,68,68,53,63
17481,Madeline,Jeggo,25,87,61,71,73
17482,Thomasin,Molineux,23,58,81,87,75
17483,Malory,Chaves,29,30,34,77,47
17484,Tonnie,Hovy,20,56,52,3,37
17485,Hertha,Gyde,29,32,60,87,60
17486,Gerrilee,Kopje,27,65,69,63,66
17487,Linn,Goodwin,29,8,77,84,56
17488,Graeme,Brine,29,66,58,78,67
17489,Raynard,Scurrah,29,78,71,50,66
17490,Artemas,Tarbin,23,75,84,66,75
17491,Kendricks,Cudmore,30,93,74,89,85
17492,Carolann,Fydo,23,8,75,67,50
17493,Hettie,Mawford,26,53,65,10,43
17494,Madeleine,Lettuce,26,61,65,13,46
17495,Elvina,Maile,30,13,50,86,50
17496,Tuck,Shier,25,80,77,87,81
17497,Daloris,Linsay,25,51,60,61,57
17498,Shayne,Shrimptone,26,56,79,77,71
17499,Estrella,Tomek,19,64,54,90,69
17500,Rudie,Pimbley,30,76,10,83,56
17501,Catharine,Gervaise,18,36,75,73,61
17502,Timmi,Ordelt,23,11,78,3,31
17503,Thaxter,Jiroutek,18,67,5,54,42
17504,Katherine,Houlahan,20,0,53,58,37
17505,Dallas,Harbron,22,32,75,73,60
17506,Tamqrah,Chavrin,22,74,14,67,52
17507,Minnie,Billanie,30,90,42,72,68
17508,Andonis,Guillem,18,68,90,100,86
17509,Sax,Stanbra,24,11,90,94,65
17510,Miof mela,Pauls,27,87,12,90,63
17511,Jeddy,Gwillyam,24,67,0,74,47
17512,Kiri,Nasi,25,85,4,0,30
17513,Zara,Mountcastle,20,63,58,69,63
17514,Lefty,Simonds,23,79,54,97,77
17515,Edwin,Clever,29,97,8,56,54
17516,Eldon,Niesel,28,5,62,77,48
17517,Melesa,Wingeat,28,1,55,54,37
17518,Othella,Yurocjkin,27,45,54,36,45
17519,Tasia,Dowry,27,59,79,91,76
17520,Vassili,Hallsworth,27,63,77,65,68
17521,Fleming,Hext,26,86,80,31,66
17522,Silvie,Pymer,27,82,63,85,77
17523,Loraine,Mully,28,81,60,41,61
17524,Carmon,Keme,20,74,39,14,42
17525,Heinrick,Dalston,26,21,16,67,35
17526,Weston,Fattorini,26,50,37,93,60
17527,Leta,Piche,20,87,56,7,50
17528,Ginger,Pristnor,19,76,70,56,67
17529,Rianon,Rameau,29,75,67,62,68
17530,Vinson,Layson,25,90,71,48,70
17531,Madlen,Barnsdale,23,77,41,82,67
17532,Maude,Muspratt,20,89,50,58,66
17533,Scotti,Southwood,25,69,84,20,58
17534,Delphinia,Samber,26,96,23,56,58
17535,George,Weightman,19,72,77,65,71
17536,Cornelius,Haycock,27,62,84,76,74
17537,Nikolai,McCosker,28,87,8,44,46
17538,Currey,Gask,20,47,92,27,55
17539,Ceciley,Illingworth,23,89,43,65,66
17540,Bartolomeo,Purcer,22,98,65,63,75
17541,Pippy,Olivazzi,23,60,78,76,71
17542,Hershel,Spykings,23,94,58,81,78
17543,Keefe,Florez,26,87,82,9,59
17544,Georg,Josham,18,65,45,17,42
17545,Marisa,Deighton,25,74,89,68,77
17546,Heinrik,Garbutt,24,52,52,20,41
17547,Ravi,Lukock,27,6,3,74,28
17548,Godard,Gregr,20,62,0,51,38
17549,Fidelio,Matteo,19,54,67,11,44
17550,Kathleen,Tresvina,27,80,67,59,69
17551,Rossy,Kreber,24,62,12,16,30
17552,Livvie,Klausewitz,23,60,51,17,43
17553,Raina,Olenchenko,24,90,57,48,65
17554,Cora,Askin,25,87,13,86,62
17555,Rivi,Issitt,29,0,55,79,45
17556,Neel,Claughton,19,78,64,52,65
17557,Viviene,Chalcroft,29,53,48,80,60
17558,Cooper,Gookes,27,87,25,62,58
17559,Esmaria,Grocutt,28,54,88,68,70
17560,Judith,Juorio,28,80,51,50,60
17561,Caren,O'Ferris,24,78,61,32,57
17562,Shannon,Phaup,24,73,74,17,55
17563,Genny,Lilly,22,73,74,66,71
17564,Tarrance,Legrice,23,96,14,58,56
17565,Rad,Gunda,25,65,36,37,46
17566,Constantina,Riehm,22,42,33,78,51
17567,Adora,Hendrikse,20,62,82,72,72
17568,Vera,Wasling,30,57,27,90,58
17569,Eugine,Taft,24,6,78,54,46
17570,Ingra,Lowres,25,88,87,81,85
17571,Hyacinth,Glowacz,20,84,90,19,64
17572,Goldia,Rawle,23,74,47,34,52
17573,Averyl,Beetham,22,68,10,59,46
17574,Valma,MacEveley,27,90,63,50,68
17575,Thorstein,Stockton,22,86,29,75,63
17576,Claudian,Fellowes,21,26,65,61,51
17577,Ermina,Pollitt,23,21,89,33,48
17578,Roberto,Huckerby,20,16,29,70,38
17579,Tyrone,Toth,18,39,71,85,65
17580,Dottie,McKenzie,21,69,19,97,62
17581,Dani,Towersey,24,12,90,55,52
17582,Lola,Wellum,26,43,3,63,36
17583,Mignonne,Dyball,30,51,85,73,70
17584,Goran,Mathwin,24,46,50,12,36
17585,Stephanus,Maddison,21,31,88,84,68
17586,Gannie,Gudahy,28,3,61,47,37
17587,Sadye,Grelka,21,42,67,47,52
17588,Roselia,Habbergham,27,83,70,55,69
17589,Sybille,Billie,24,51,48,58,52
17590,Hunfredo,Sheed,21,56,25,71,51
17591,Windham,Heaselgrave,20,0,60,62,41
17592,Yale,Dalwood,18,66,80,70,72
17593,Consuelo,Grzelewski,30,64,54,59,59
17594,Almira,Astill,27,32,67,49,49
17595,Giles,Burlingham,24,72,89,71,77
17596,Claybourne,Snoddin,25,52,5,63,40
17597,Aurie,McCrackem,29,73,47,30,50
17598,Kele,Sparks,30,87,96,80,88
17599,Baily,Belchamber,23,67,98,74,80
17600,Leonard,Polleye,18,72,57,99,76
17601,Iain,Speight,26,82,74,86,81
17602,Sidoney,Kembry,25,52,92,64,69
17603,Shannan,Maria,28,15,11,36,21
17604,Ab,O' Flaherty,25,15,77,81,58
17605,Sayer,Bremmell,25,70,64,85,73
17606,Brannon,Loudiane,30,97,53,81,77
17607,Murry,Ewin,18,62,65,70,66
17608,Raff,Geffe,21,62,79,90,77
17609,Andrej,Syddie,29,95,13,83,64
17610,Adelind,Back,24,69,62,63,65
17611,Danita,Brittle,20,83,70,56,70
17612,Wynne,Hritzko,28,11,88,77,59
17613,Nelly,Epdell,24,11,76,70,52
17614,Birk,Worsfield,20,72,90,71,78
17615,Jasun,Querree,26,61,79,77,72
17616,Larissa,Gorgen,29,82,67,69,73
17617,Flossie,Wesgate,19,10,23,1,11
17618,Vinnie,Skelington,28,58,97,54,70
17619,Kattie,Petr,27,39,74,55,56
17620,Chicky,Blasiak,29,74,83,70,76
17621,Linoel,Feldberger,26,25,70,84,60
17622,Jackson,Skellorne,27,88,65,52,68
17623,Eddie,Iskowicz,25,80,72,30,61
17624,Barnett,Barrott,21,85,68,40,64
17625,Tracey,Saffran,25,78,46,53,59
17626,Iormina,Perrottet,27,77,84,53,71
17627,Constantine,Griffith,27,4,63,55,41
17628,Nickey,Twoohy,21,65,1,52,39
17629,Dennis,Rothon,26,73,56,76,68
17630,June,Gian,21,37,4,73,38
17631,Marina,Aasaf,21,85,84,66,78
17632,Pattie,Mitchiner,24,69,85,52,69
17633,Alyce,Di Giacomo,23,72,57,72,67
17634,Emelita,Goter,24,90,88,15,64
17635,Lonnie,Condy,18,77,87,75,80
17636,Marie-jeanne,Wormstone,20,69,84,7,53
17637,Fernanda,Brear,25,69,42,43,51
17638,Tamar,Clink,23,53,54,75,61
17639,Devi,Leyshon,25,23,66,14,34
17640,Welby,Heinonen,22,60,77,51,63
17641,Klemens,Olenov,26,16,58,67,47
17642,Sharla,Golthorpp,23,37,56,86,60
17643,Augie,Conaboy,28,53,63,78,65
17644,Tessy,Side,22,75,86,20,60
17645,Saleem,Dinse,25,62,74,44,60
17646,Nicolea,Bownas,24,98,68,65,77
17647,Inesita,Pover,27,43,87,90,73
17648,Flory,Carbery,28,67,55,14,45
17649,Andonis,Filintsev,29,5,40,83,43
17650,Erich,Pawlata,26,79,42,86,69
17651,Harwilll,Kollatsch,19,82,75,57,71
17652,Dacie,Simione,26,65,29,95,63
17653,Tildie,Abbatucci,29,37,22,72,44
17654,Caldwell,Camili,30,61,93,74,76
17655,Thom,Attwell,22,2,52,97,50
17656,Ynez,De Bischof,22,70,76,64,70
17657,Jeana,Chatel,25,27,65,12,35
17658,Elsa,Clapton,18,55,55,63,58
17659,Katrine,Paladino,18,61,99,4,55
17660,Seymour,Kleinert,23,12,0,39,17
17661,Sampson,Jurca,22,55,57,54,55
17662,Marcellus,Axe,19,83,66,74,74
17663,Maible,Colnett,18,40,87,64,64
17664,Aile,Lomas,27,69,74,1,48
17665,Massimiliano,Kubat,25,76,66,80,74
17666,Charlot,Gurnee,25,17,92,75,61
17667,Franchot,Tomsu,27,79,46,92,72
17668,Artemus,Cambling,22,69,51,26,49
17669,Helge,Bordis,29,3,87,90,60
17670,Dorry,O'Dougherty,20,87,87,54,76
17671,Glori,Vakhlov,19,60,53,11,41
17672,Josie,Pendrill,19,82,81,53,72
17673,Maurizio,McQuarrie,24,66,5,75,49
17674,Charo,Gostling,21,81,55,67,68
17675,Barris,Gauch,27,54,57,95,69
17676,Una,Croasdale,25,56,35,43,45
17677,Ariana,Carnall,26,16,67,1,28
17678,Dennie,Trowell,18,70,80,51,67
17679,Evelyn,Iddens,26,77,82,52,70
17680,Dion,Clemmens,24,73,20,64,52
17681,Ida,Bumby,30,71,79,39,63
17682,Linet,Longhurst,29,57,5,78,47
17683,Auroora,Birmingham,19,55,30,71,52
17684,Tiffanie,Fricker,23,74,61,79,71
17685,Jefferey,Geertje,18,78,81,10,56
17686,Harrie,Thorns,30,45,62,33,47
17687,Jsandye,Gundry,23,54,51,88,64
17688,Ninette,Lampel,28,51,31,65,49
17689,Ronni,Yacob,18,13,58,56,42
17690,Marilee,Hurich,26,61,72,97,77
17691,Diahann,Letchmore,30,87,46,99,77
17692,Arleen,Barstowk,19,66,61,84,70
17693,Benoit,Nursey,30,60,55,90,68
17694,Padget,Brotheridge,29,17,59,35,37
17695,Melvin,Mackness,21,25,65,70,53
17696,Bertine,Cron,26,8,68,54,43
17697,Therine,Burnapp,23,40,4,38,27
17698,Dun,Grafton,30,77,69,89,78
17699,Case,Ferraron,26,5,17,68,30
17700,Willow,Benardette,28,0,72,43,38
17701,Arty,Mitroshinov,20,52,71,8,44
17702,Dimitri,Tunnicliffe,22,74,56,49,60
17703,Farrand,Eslemont,27,75,95,74,81
17704,Allis,Reynold,25,86,64,98,83
17705,Domeniga,Hulks,25,65,10,90,55
17706,Judd,Lisle,25,81,26,15,41
17707,Shaina,Costello,27,67,30,26,41
17708,Frederique,Baumford,25,100,79,70,83
17709,Fedora,Bruck,28,24,74,99,66
17710,Brantley,Ingold,25,96,81,85,87
17711,Kale,Rollo,18,41,70,84,65
17712,Ber,Mordey,25,74,10,62,49
17713,Horacio,Toft,25,82,0,77,53
17714,Shandy,Hierro,26,68,83,57,69
17715,Falkner,Loblie,25,96,30,66,64
17716,Sidonia,Eppson,26,87,89,56,77
17717,Korie,Fullerlove,23,14,37,72,41
17718,Happy,Gendricke,29,37,72,64,58
17719,Ally,Jollands,25,84,62,73,73
17720,Wenona,Butchard,18,58,45,10,38
17721,Clarke,Losbie,18,71,51,67,63
17722,Myrtie,Beardshall,24,25,83,86,65
17723,Ulick,Stoppard,24,87,72,5,55
17724,Ronny,Gallico,26,91,64,75,77
17725,Asia,Kettle,18,80,78,78,79
17726,Nicolina,Martel,19,67,51,34,51
17727,Hernando,Booth,24,21,21,71,38
17728,Delilah,Squibe,22,41,26,20,29
17729,Nicole,Gleadle,26,2,54,89,48
17730,Verla,Testro,24,5,27,60,31
17731,Jolene,Scantleberry,26,77,50,52,60
17732,Derry,Penzer,20,13,56,68,46
17733,Damita,Janca,19,6,71,82,53
17734,Herve,Haldene,23,1,54,77,44
17735,Gerald,Larkin,19,12,83,49,48
17736,Drew,Scraggs,27,62,60,87,70
17737,Atalanta,Arber,26,50,76,15,47
17738,Reggie,Winley,27,38,63,88,63
17739,Matthias,Cornehl,25,84,86,85,85
17740,Suzy,Hayers,23,63,59,81,68
17741,Elbertina,Swindin,21,86,74,75,78
17742,Ira,Eagleton,24,6,84,77,56
17743,Jojo,Kiddie,22,40,74,9,41
17744,Gertruda,Nerney,25,61,78,6,48
17745,Jefferey,Lemoir,26,6,40,13,20
17746,Clementina,Aldwich,23,70,79,19,56
17747,Mimi,Fibben,22,64,97,73,78
17748,Scott,Goadbie,24,71,63,68,67
17749,Dierdre,Gadie,20,61,77,51,63
17750,Jandy,Brosnan,20,39,43,85,56
17751,Dominik,Beavis,27,77,68,26,57
17752,Maudie,Pietesch,24,55,55,66,59
17753,Carlin,Lovel,28,55,13,42,37
17754,Omar,Mannie,23,84,28,59,57
17755,Dominic,Wickens,21,72,67,75,71
17756,Halette,Rominov,28,59,56,18,44
17757,Helli,Rhys,29,55,85,39,60
17758,Barth,Maryon,26,47,1,97,48
17759,Chrysler,Rosenkranc,23,81,68,12,54
17760,Jacinta,Mulvagh,30,83,51,89,74
17761,Geoffrey,Bulmer,19,77,75,8,53
17762,Maurise,Deason,22,31,64,80,58
17763,Nicola,Springtorpe,18,20,55,46,40
17764,Kati,Houlison,29,86,64,66,72
17765,Raoul,Heintz,22,86,31,82,66
17766,Sharleen,Harradence,19,6,85,76,56
17767,Lev,Jagels,19,73,67,67,69
17768,Alic,Critzen,20,34,85,56,58
17769,Hailee,Newbatt,23,77,87,61,75
17770,Cirstoforo,Dur,21,56,27,42,42
17771,Torrey,Eke,20,62,67,20,50
17772,Con,Faraker,18,8,65,52,42
17773,Hart,Durtnell,23,54,7,56,39
17774,Jerrilee,Grinaugh,25,90,36,35,54
17775,Dinny,Chavez,25,66,82,28,59
17776,Tony,Cromer,22,76,34,10,40
17777,Lilia,Renvoys,24,61,87,88,79
17778,Shellysheldon,Slucock,21,99,57,65,74
17779,Stormy,Couves,22,61,65,89,72
17780,Alasdair,Jurkiewicz,20,0,100,29,43
17781,Bette-ann,Dilley,26,81,14,66,54
17782,Homerus,O'Hern,27,72,49,67,63
17783,Jerri,Swinfen,18,48,61,66,58
17784,Sonnnie,Rash,22,67,78,60,68
17785,Arlina,Meadley,20,79,52,27,53
17786,Danyelle,Tallowin,26,98,88,13,66
17787,Jasun,Clunan,25,51,76,97,75
17788,Lodovico,Jakes,19,87,23,62,57
17789,Barri,Haswell,25,18,56,12,29
17790,Valene,Clipsham,30,76,60,80,72
17791,Jobi,Hurt,18,62,61,28,50
17792,Noel,Silverlock,22,29,43,54,42
17793,Aveline,Doogan,26,70,12,87,56
17794,Marissa,Sphinxe,22,67,90,37,65
17795,Meier,Blas,29,78,95,42,72
17796,Shae,Rontsch,26,73,86,36,65
17797,Shellysheldon,Cree,21,35,78,36,50
17798,Kelcy,Bredee,20,86,44,70,67
17799,Bridget,Croizier,18,22,80,55,52
17800,Karleen,Bewsey,19,23,71,61,52
17801,Aila,Gellibrand,28,74,21,89,61
17802,Alphard,Jemison,19,44,64,7,38
17803,Laurie,McInility,29,55,89,62,69
17804,Jeth,Burdell,27,94,73,23,63
17805,Marney,Crowche,20,79,69,82,77
17806,Ursuline,Pemberton,26,40,67,87,65
17807,Ash,Grieveson,30,84,90,58,77
17808,Cecile,Espadero,22,56,78,51,62
17809,Bowie,Kenward,28,55,61,95,70
17810,Hortensia,Heskin,22,71,54,78,68
17811,Shanie,Ellor,30,27,89,61,59
17812,Mollee,Cattlow,18,54,38,81,58
17813,Christa,Carletti,30,65,86,43,65
17814,Isobel,Segges,22,62,55,25,47
17815,Jere,Lishmund,30,77,13,83,58
17816,Melantha,Clack,24,70,90,17,59
17817,Juana,Birtchnell,24,57,80,4,47
17818,Rosaleen,Hutchinges,20,67,81,10,53
17819,Rosaleen,Carette,25,55,78,63,65
17820,Berny,Duckerin,29,20,84,92,65
17821,Dominik,Longden,19,90,36,57,61
17822,Nolan,Augustus,19,92,34,5,44
17823,Marcela,Sphinxe,26,52,58,11,40
17824,Keenan,Donovan,23,87,58,45,63
17825,Daisi,Morican,26,59,85,70,71
17826,Bartholomeo,Riccio,20,77,89,74,80
17827,Katey,Ommundsen,29,81,59,66,69
17828,Maudie,Morde,26,60,59,69,63
17829,Desirae,Lagde,30,81,90,99,90
17830,Blakelee,Vandenhoff,29,26,89,62,59
17831,Darrelle,Puden,21,74,83,75,77
17832,Cozmo,Fesby,18,20,7,88,38
17833,Donovan,Cicero,29,71,7,44,41
17834,Rani,Laval,24,81,75,51,69
17835,Gabbie,Oakly,20,64,77,18,53
17836,Annamarie,Dockrell,28,88,24,78,63
17837,Reginald,Tudbald,29,41,67,71,60
17838,Derry,Hourican,18,28,59,55,47
17839,Vittoria,Goodlatt,20,51,73,33,52
17840,Merwin,Cato,30,27,13,28,23
17841,Millicent,Hayen,19,84,70,50,68
17842,Emmey,Meller,20,78,83,18,60
17843,Corey,Jonas,22,49,82,38,56
17844,Lazar,Melbourne,29,64,60,71,65
17845,Ruperta,Renn,28,62,46,27,45
17846,Iosep,Northcote,25,58,75,50,61
17847,Breena,Gibbe,24,63,76,55,65
17848,Christan,Snarie,23,4,79,82,55
17849,Adelina,Proschke,22,85,25,67,59
17850,Sawyer,Kempstone,30,13,61,55,43
17851,Luelle,Weitzel,20,80,25,0,35
17852,Lorain,Cuerda,29,8,74,89,57
17853,Arni,McPhate,20,10,89,63,54
17854,Orella,Fullard,27,73,1,90,55
17855,Monro,Scorah,27,88,80,42,70
17856,Jacquetta,Hawthorn,22,67,51,98,72
17857,Karin,Ashwood,24,84,14,82,60
17858,Brady,Koopman,22,90,78,71,80
17859,Amberly,Keasey,18,78,55,91,75
17860,Christiane,Forman,24,3,24,66,31
17861,Ynes,Cummings,24,87,34,100,74
17862,Gwenneth,Minors,20,82,23,88,64
17863,Herschel,Pottes,28,11,7,22,13
17864,Greta,Carnock,26,8,84,31,41
17865,Rockie,Normand,20,70,79,23,57
17866,Terrence,Dyte,28,72,20,79,57
17867,Cordelia,Glidden,28,23,63,98,61
17868,Theodosia,Meyrick,27,76,74,73,74
17869,Maxy,Bande,21,66,52,84,67
17870,Lizette,Curtain,27,62,63,83,69
17871,Patsy,Brunnen,22,81,72,52,68
17872,Lenka,Archley,29,76,82,1,53
17873,Letizia,Raith,23,77,9,96,61
17874,Elladine,Attryde,29,48,90,19,52
17875,Rhodie,Conlon,25,87,13,65,55
17876,Galvan,Goad,18,61,85,68,71
17877,Verina,Sapey,30,42,36,96,58
17878,Jenny,Bayless,19,85,53,63,67
17879,Sanderson,Alchin,28,90,75,77,81
17880,Gerta,Janku,28,86,79,64,76
17881,Culver,Fenich,27,23,32,3,19
17882,Kassandra,Morteo,21,23,76,7,35
17883,Hamlen,Rossborough,23,85,64,70,73
17884,Ethyl,Cestard,30,57,35,52,48
17885,Priscilla,Cleaveland,30,86,39,60,62
17886,Ramona,Dedrick,30,8,56,79,48
17887,Nora,Filchakov,22,90,87,82,86
17888,Morey,Geldert,23,46,87,40,58
17889,Hunt,Symms,21,72,79,89,80
17890,Zared,Dunge,28,6,83,24,38
17891,Geno,Riddell,18,31,43,57,44
17892,Gunilla,Brimm,26,17,89,44,50
17893,Carmelle,Harrald,22,60,93,88,80
17894,Winnah,Bigglestone,29,13,89,82,61
17895,Deloris,Windybank,19,45,90,73,69
17896,Norah,Jedras,23,51,78,77,69
17897,Ettie,MacCallister,25,48,86,60,65
17898,Ailis,Huddle,18,58,68,32,53
17899,Linnea,Leggatt,30,77,27,76,60
17900,Stephan,Thirlaway,25,56,83,14,51
17901,Avie,Tappin,21,24,66,23,38
17902,Heywood,Brahms,25,82,75,58,72
17903,Sampson,Gorvette,21,69,45,54,56
17904,Vail,Cavanaugh,26,84,64,81,76
17905,Goldy,Moxley,30,59,57,31,49
17906,Dix,Hearsum,21,53,88,46,62
17907,Jay,Roche,23,78,39,63,60
17908,Margarethe,Scedall,21,54,39,57,50
17909,Sosanna,MacGillivrie,30,67,77,15,53
17910,Kerwinn,Diffley,30,27,86,67,60
17911,Merline,McGibbon,26,60,64,12,45
17912,Bekki,Zavattiero,23,11,81,62,51
17913,Brendon,Le Count,28,79,29,65,58
17914,Arlan,Stote,22,86,84,16,62
17915,Osbourn,Kann,26,18,59,57,45
17916,Deina,Innerstone,27,22,82,84,63
17917,Chris,Godspeede,22,76,68,62,69
17918,Lavinia,Rowbrey,18,8,74,13,32
17919,Silas,Wyant,25,1,73,82,52
17920,Roxy,Hilbourne,21,48,84,74,69
17921,Valdemar,Hasard,23,42,56,38,45
17922,Marris,Soule,18,59,80,16,52
17923,Teri,Bridgeland,22,84,59,93,79
17924,Jeni,Szymonowicz,30,87,83,56,75
17925,Bary,Maybey,21,74,7,89,57
17926,Clarance,Blare,18,84,85,74,81
17927,Wyatan,Brideaux,28,93,66,69,76
17928,Bertrando,Deniso,19,37,60,84,60
17929,Wanids,Weatherby,28,61,83,52,65
17930,Kyla,Foggarty,25,51,90,69,70
17931,Quincey,Rediers,21,86,71,85,81
17932,Toby,Trillo,21,71,20,51,47
17933,Lucy,Kellegher,22,58,52,96,69
17934,Jannelle,Luckhurst,19,23,47,27,32
17935,Miran,Tebboth,29,79,57,55,64
17936,Dallis,Husset,25,63,65,67,65
17937,Guillemette,Writtle,20,82,57,58,66
17938,Johannes,Ede,26,63,71,54,63
17939,Uriel,Domenc,20,13,86,74,58
17940,Carmella,Bennallck,30,64,28,52,48
17941,Kiele,Meininking,19,88,44,55,62
17942,Jaquelyn,Van Arsdale,22,56,4,80,47
17943,Lizette,Cockerell,23,61,100,97,86
17944,Ced,Petran,20,60,80,99,80
17945,Penrod,Pavolini,27,87,61,20,56
17946,Sheila-kathryn,Defries,21,3,59,76,46
17947,Gilbert,Roizin,28,61,64,52,59
17948,Hartwell,Skechley,23,72,56,86,71
17949,Faye,Starkie,27,19,58,6,28
17950,Rutger,Gerhartz,29,75,32,62,56
17951,Saba,Castelli,28,55,60,52,56
17952,Karole,Lebel,19,62,67,89,73
17953,Bryon,Clemence,19,72,73,73,73
17954,Andee,Lawrie,22,37,41,70,49
17955,Maxy,Girardey,28,41,20,64,42
17956,Terri,Oloman,24,84,55,87,75
17957,Merwyn,Baird,30,72,76,54,67
17958,Elset,Yosifov,23,32,100,85,72
17959,Moritz,Panichelli,29,62,51,70,61
17960,Claire,Von Der Empten,23,87,75,57,73
17961,Horton,Abazi,19,27,60,80,56
17962,Eryn,Umfrey,29,60,75,69,68
17963,Margeaux,Charlick,28,13,80,81,58
17964,Trueman,MacCrachen,21,74,78,83,78
17965,Brita,Dhennin,21,79,86,54,73
17966,Grace,Wildblood,26,73,87,39,66
17967,Marj,Shevlan,23,64,78,79,74
17968,Melinda,Aleshkov,27,58,21,53,44
17969,Gillan,Clashe,23,74,73,42,63
17970,Ramon,Creane,29,78,62,96,79
17971,Fredia,Boughtwood,27,52,70,42,55
17972,Timmie,Pickervance,22,23,96,79,66
17973,Flo,Vila,27,63,76,52,64
17974,Vittoria,Kingzett,19,69,1,80,50
17975,Clemmy,Heenan,29,44,90,80,71
17976,Ilysa,Foxall,22,94,64,2,53
17977,Hallsy,Gabb,23,74,70,70,71
17978,Munmro,Drewell,18,48,51,41,47
17979,Ilise,Zieme,25,53,56,79,63
17980,Murry,Folling,19,23,33,77,44
17981,Theodosia,Illingworth,18,86,26,17,43
17982,Thomasina,Cavilla,21,67,41,64,57
17983,Esther,Pain,18,81,68,87,79
17984,Diane-marie,O'Grogane,25,22,54,81,52
17985,Laina,Shackleford,20,55,78,51,61
17986,Crista,Benko,26,62,73,66,67
17987,Marwin,Klossek,18,21,47,25,31
17988,Gaven,Bleasby,24,31,95,87,71
17989,Celine,Avramovsky,20,41,87,89,72
17990,Alexi,Flahive,27,51,68,62,60
17991,Fina,Farquar,24,70,56,3,43
17992,Idalia,Sylvaine,28,40,1,56,32
17993,Amanda,Aberdalgy,22,84,10,75,56
17994,Eberto,Hillett,19,55,21,82,53
17995,Kerri,Gallico,19,90,60,85,78
17996,Madelle,Rasper,22,41,38,60,46
17997,Tiebold,Skurray,29,73,93,40,69
17998,Kaycee,Sandy,20,1,55,8,21
17999,Thoma,Biswell,30,77,2,70,50
18000,Jolee,Iskowicz,27,56,33,52,47
18001,Vanya,Bouchier,22,28,29,87,48
18002,Liane,Pailin,28,14,60,47,40
18003,Gert,Gorges,25,95,58,69,74
18004,Jed,Oddey,18,79,66,71,72
18005,Marsiella,Chaston,19,57,41,70,56
18006,Base,Etuck,30,86,63,77,75
18007,Vinnie,Antosch,25,67,97,69,78
18008,Jennica,Sivills,21,45,25,25,32
18009,Halli,Cammis,28,81,61,15,52
18010,Amandy,Breinlein,20,53,68,14,45
18011,Donovan,Bails,26,55,10,55,40
18012,Daryle,Birrell,20,17,10,68,32
18013,Mannie,Anmore,25,39,97,90,75
18014,Mirabel,Jakubovsky,21,72,56,76,68
18015,Ulrick,Matas,29,82,82,15,60
18016,Ashlan,Boutwell,29,69,68,29,55
18017,Kamillah,Whawell,30,69,69,39,59
18018,Fritz,Foystone,27,74,68,40,61
18019,Verna,Quennell,22,87,67,67,74
18020,Gustave,Pinard,26,72,25,88,62
18021,Stavro,Clissell,30,67,71,27,55
18022,Cam,Tilsley,21,75,79,52,69
18023,Nessy,Robardley,24,44,17,63,41
18024,Walden,Carbin,22,84,42,52,59
18025,Kaitlin,Trevarthen,19,55,23,63,47
18026,Haydon,Ludy,28,39,55,77,57
18027,Filbert,Shay,28,56,59,74,63
18028,Filip,Sutheran,28,20,67,64,50
18029,Rozelle,Appleyard,22,52,74,31,52
18030,Sonia,Dymick,28,75,59,7,47
18031,Lowell,Reoch,24,89,79,46,71
18032,Cleveland,Ebben,22,85,85,84,85
18033,Charley,Gyer,28,66,90,42,66
18034,Christyna,Ebbs,29,67,81,84,77
18035,Odille,Speeks,21,51,36,52,46
18036,Gill,Haddeston,26,90,34,56,60
18037,Daisy,Martinot,19,68,79,53,67
18038,Yorker,Rosengart,24,15,58,22,32
18039,Barbabra,Maddams,28,51,57,51,53
18040,Herschel,Penkman,22,86,53,42,60
18041,Freida,De Matteis,21,58,97,7,54
18042,Fiorenze,Gillion,21,76,90,78,81
18043,Sheri,Reeveley,25,63,86,47,65
18044,Georas,Hartill,22,87,61,37,62
18045,Chris,Rookwell,30,26,99,74,66
18046,Wilma,Foulser,28,84,73,78,78
18047,Dewie,Hoult,28,1,88,43,44
18048,Tiff,Filkov,28,59,13,53,42
18049,Garrett,Sainsbury,19,21,56,93,57
18050,Keriann,Balloch,30,96,75,33,68
18051,Almire,Ickovic,26,77,90,83,83
18052,Godfry,Boriston,21,70,54,73,66
18053,Cloe,Hughes,23,43,98,53,65
18054,Veradis,Anmore,21,62,67,47,59
18055,Hartley,Heathcote,18,65,63,60,63
18056,Matthew,Tash,25,86,53,84,74
18057,Danyette,Cradoc,18,69,58,54,60
18058,Wright,Bavidge,29,63,65,90,73
